ID,track_name,track_number,track_popularity,explicit,artist_name,artist_popularity,artist_followers,artist_genres,album_name,album_release_date,album_total_tracks,album_type,track_duration_min
1,Trippy Mane (ft. Project Pat),4,0,TRUE,Diplo,77,2812821,moombahton,"d00mscrvll, Vol. 1",10/31/2025,9,album,1.55
2,OMG!,1,0,TRUE,Yelawolf,64,2363438,"country hip hop, southern hip hop",OMG!,10/31/2025,1,single,3.07
3,Hard 2 Find,1,4,TRUE,Riff Raff,48,193302,N/A,Hard 2 Find,10/31/2025,1,single,2.55
4,Still Get Like That (ft. Project Pat & Starrah),8,30,TRUE,Diplo,77,2813710,moombahton,"d00mscrvll, Vol. 1",10/31/2025,9,album,1.69
5,ride me like a harley,2,0,TRUE,Rumelis,48,8682,dark r&b,come closer / ride me like a harley,10/30/2025,2,single,2.39
6,BLEED,1,2,FALSE,Minzie,46,7218,dark r&b,BLEED,10/30/2025,3,single,2.76
7,Te Procuro na Cidade,1,20,FALSE,AZERDK,30,1657,N/A,Te Procuro na Cidade,10/30/2025,1,single,4.12
8,come closer,1,27,FALSE,Rumelis,49,8802,dark r&b,come closer / ride me like a harley,10/30/2025,2,single,2.53
9,Cupido Vagabundo,1,16,FALSE,Toni dos Anjos,6,475,N/A,Cupido Vagabundo,10/30/2025,2,single,2.92
10,LETâ€™S GO!,1,33,TRUE,PsychoYP,48,154802,"nigerian drill, altÃ©, afro adura, afrobeats, afrobeat, afroswing",LETâ€™S GO!,10/28/2025,1,single,2.4
11,Stray,1,30,FALSE,What Matters The Most,25,814,N/A,Stray,10/25/2025,4,single,2.49
12,PAPARAZZI ARRIVE - English Ver.,1,48,FALSE,A2O,46,13826,c-pop,PAPARAZZI ARRIVE,10/24/2025,14,album,2.89
13,Root of all Evil,5,65,FALSE,Daniel Caesar,85,11137714,N/A,Son Of Spergy,10/24/2025,12,album,4.41
14,Letâ€™s Go!!,2,0,TRUE,Ovi Jozi,17,3567,N/A,"High Risk, High Reward",10/24/2025,6,single,2.05
15,MELODY - CHENYU & SHIJIE & QUCHANG,11,27,FALSE,A2O,46,13590,c-pop,PAPARAZZI ARRIVE,10/24/2025,14,album,4.25
16,My Muse,2,67,TRUE,Leon Thomas,74,735818,N/A,PHOLKS,10/24/2025,7,single,2.75
17,A Real Good Bad One,1,31,FALSE,Joe Hermes,23,1518,N/A,A Real Good Bad One,10/24/2025,1,single,2.73
18,BOSS - English Ver.,3,33,FALSE,A2O,46,13826,c-pop,PAPARAZZI ARRIVE,10/24/2025,14,album,2.92
19,Bridges,1,11,FALSE,Scarlett Butler,3,364,N/A,Bridges,10/24/2025,1,single,2.91
20,Can't Go Back,1,30,FALSE,LEROCQUE,23,13770,N/A,Can't Go Back,10/24/2025,1,single,2.43
21,Deeply Still,1,35,FALSE,Xander Ward,35,729,N/A,Deeply Still,10/24/2025,1,single,2.91
22,Eggshell Tap Dancer,1,52,FALSE,The All-American Rejects,67,3134186,"pop punk, emo",Eggshell Tap Dancer,10/24/2025,4,single,3.78
23,Eyes on You,1,22,FALSE,Smith & Liddle,17,543,N/A,Eyes on You,10/24/2025,3,single,4.26
24,superstar,2,59,TRUE,Artemas,74,1378935,N/A,LOVERCORE,10/24/2025,14,album,2.82
25,Trim,1,1,TRUE,YUNG ALPO,24,166,N/A,Trim,10/24/2025,1,single,2.62
26,Trip,14,32,FALSE,A2O,46,13826,c-pop,PAPARAZZI ARRIVE,10/24/2025,14,album,3.26
27,HEARTBREAK SZN,1,32,TRUE,PRAX,23,1982,N/A,HEARTBREAK SZN,10/24/2025,1,single,2.89
28,Higher Vibration,1,35,FALSE,Mark II,25,722,N/A,Higher Vibration (feat. Aleesia),10/24/2025,2,single,2.4
29,Hold On (We Are Going Home),1,34,FALSE,Suark,32,1496,N/A,Hold On (We Are Going Home),10/24/2025,1,single,3.58
30,Kay,1,2,FALSE,Vince Bello,6,84,N/A,Kay,10/24/2025,1,single,3.85
31,you never really cared,1,31,FALSE,Anna Marx,34,1693,N/A,you never really cared,10/24/2025,1,single,2.37
32,Master of the Kill,1,42,FALSE,Ana Shine,45,27570,N/A,Master of the Kill,10/23/2025,1,single,3.25
33,Fool For You,1,25,FALSE,Stray Currents,20,1073,N/A,Fool For You,10/22/2025,1,single,3.07
34,blonde eyes,1,25,FALSE,Sopperior,30,2891,N/A,orphic,10/21/2025,5,single,2.41
35,limerence,2,13,FALSE,Sopperior,30,2896,N/A,orphic,10/21/2025,5,single,1.48
36,Love Crazy - Stash Konig Remix,1,31,FALSE,MisterNez,18,200,N/A,Love Crazy (Stash Konig Remix),10/20/2025,1,single,3.26
37,One More Time,5,6,FALSE,Fraser Stott,13,119,N/A,19,10/19/2025,9,album,3.94
38,Nectar - B-Rain Remix,2,29,FALSE,Senhit,27,54636,N/A,Nectar (The Remixes),10/17/2025,3,single,2.95
39,No Glory,1,52,FALSE,Besomorph,58,146944,slap house,No Glory,10/17/2025,1,single,2.37
40,Dracula,3,80,TRUE,Tame Impala,84,9509731,"neo-psychedelic, indie",Deadbeat,10/17/2025,12,album,3.42
41,PSYCHWARD (with WesGhost ft. Project Pat),1,51,TRUE,Diplo,77,2812337,moombahton,PSYCHWARD,10/17/2025,4,single,2.88
42,Where Have You Been,1,38,FALSE,Ken,50,7219,hypertechno,Where Have You Been,10/17/2025,1,single,2.08
43,Great Tomorrow,1,3,FALSE,Kxng LeÃ³,1,177,N/A,Great Tomorrow,10/17/2025,1,single,2.21
44,Hearts Grow Cold (Saint NoÃ«l) [feat. Olivia Cadenza],1,50,FALSE,Kayote,49,19306,N/A,Hearts Grow Cold (Saint NoÃªl) [feat. Olivia Cadenza],10/17/2025,1,single,2.65
45,Talk To You (ft. Elton John),1,72,TRUE,Sam Fender,73,1204977,N/A,Talk To You (ft. Elton John),10/17/2025,1,single,5.28
46,The Way I Am Now,1,25,FALSE,Lila Holler,17,1068,N/A,The Way I Am Now,10/17/2025,1,single,3.77
47,Think About Us,1,68,FALSE,Sonny Fodera,66,306842,house,Think About Us,10/17/2025,1,single,2.96
48,Trophy Wife,1,32,TRUE,Annalise Azadian,31,5701,N/A,Trophy Wife,10/17/2025,1,single,2.86
49,baby can you sin for me,1,52,FALSE,Ex Habit,59,130408,dark r&b,baby can you sin for me,10/16/2025,1,single,2.69
50,Wild Side,1,48,FALSE,Poul,53,1161,N/A,Wild Side,10/16/2025,1,single,2.5
51,Amal,1,38,FALSE,Abeer Nehme,50,247771,"sholawat, khaleeji",Amal,10/15/2025,1,single,3.88
52,PIXELATED KISSES,1,88,TRUE,Joji,81,10638942,N/A,PIXELATED KISSES,10/14/2025,1,single,1.84
53,MEGAFAUNA,1,24,TRUE,Stanza,10,218,N/A,MEGAFAUNA,10/14/2025,1,single,2.87
54,2nd To Me,1,31,TRUE,Christian Kennedy,14,297,N/A,2nd To Me,10/13/2025,1,single,3.26
55,Leavin,1,70,TRUE,Rod Wave,76,9673984,N/A,Leavin,10/13/2025,1,single,2.81
56,Gone Gone Gone,1,79,FALSE,David Guetta,87,27141717,edm,Gone Gone Gone,10/10/2025,2,single,3.3
57,Goodbye For Now,1,33,FALSE,Olivia Cox,18,1263,hipdut,Goodbye For Now,10/10/2025,1,single,3.5
58,Here and Now (Where I Wanna Be),1,35,FALSE,Briezman,23,445,big room,Here and Now (Where I Wanna Be),10/10/2025,1,single,3.03
59,Hold My Hand,1,35,FALSE,TAMMO,19,290,N/A,Hold My Hand,10/10/2025,1,single,4.4
60,Part of Me,1,75,TRUE,A Boogie Wit da Hoodie,77,8986062,melodic rap,Part of Me,10/10/2025,1,single,2.78
61,Run For The Hills,1,37,FALSE,Jason Charles Miller,43,17999,N/A,Run For The Hills,10/10/2025,1,single,3.12
62,So Far,1,28,FALSE,Visibly True,20,114,N/A,So Far,10/10/2025,1,single,3.07
63,Something Like This,1,33,FALSE,The Haygoods,20,7785,N/A,Something Like This,10/10/2025,1,single,2.22
64,Stateside + Zara Larsson,10,74,FALSE,PinkPantheress,78,4761364,bedroom pop,Fancy Some More?,10/10/2025,31,album,3.07
65,Constellations,1,68,FALSE,Ian Asher,70,223449,N/A,Constellations,10/10/2025,1,single,2.73
66,Die On This Hill,1,76,FALSE,SIENNA SPIRO,66,182377,N/A,Die On This Hill,10/10/2025,3,single,3.61
67,Distance Of Living,9,35,FALSE,Aresty.,17,4,N/A,Distance Of Living (This Life),10/10/2025,9,album,2.72
68,EYES CLOSED (with ZAYN),1,88,FALSE,JISOO,73,7282227,k-pop,EYES CLOSED (with ZAYN),10/10/2025,1,single,3.02
69,Getting Down,1,30,FALSE,gigi,13,5,N/A,Getting Down,10/10/2025,1,single,3.13
70,Alarm,1,18,FALSE,Millo,5,429,N/A,Alarm,10/10/2025,1,single,3.02
71,All Night Long,1,39,FALSE,KOLBEIN,28,631,"hypertechno, melbourne bounce",All Night Long,10/10/2025,1,single,2.75
72,ANYMORE,1,18,TRUE,ASH7ON,7,308,N/A,ANYMORE,10/10/2025,1,single,2.91
73,Bad Boy,1,60,FALSE,KROMA,54,11283,hard techno,Bad Boy,10/10/2025,1,single,2.45
74,Break Out,1,39,FALSE,zukrassverliebt,24,435,N/A,Break Out,10/10/2025,1,single,3.2
75,Tropical Vacation,1,40,FALSE,Riff Raff,48,193279,N/A,Tropical Vacation,10/10/2025,1,single,2.92
76,Chasing the Day,1,51,FALSE,TIMBER,32,37,N/A,Chasing the Day,10/9/2025,1,single,2.63
77,Used To Love,1,35,FALSE,Maithili Raelle,19,2633,N/A,Used To Love,10/8/2025,1,single,2.21
78,TBB,1,31,TRUE,Sabir,18,435,N/A,TBB,10/6/2025,1,single,2.41
79,The Fate of Ophelia,1,87,FALSE,Taylor Swift,100,145443567,"country, pop, indie, folk",The Life of a Showgirl,10/3/2025,12,album,3.76
80,The Life of a Showgirl (feat. Sabrina Carpenter),12,93,TRUE,Taylor Swift,100,145489371,"country, pop, indie, folk",The Life of a Showgirl,10/3/2025,12,album,4.02
81,The Serpent,1,53,FALSE,Besomorph,58,146969,slap house,The Serpent,10/3/2025,1,single,3.25
82,The Way I Know,1,29,FALSE,Padre TÃ³xico,26,13179,jazz rap,The Way I Know,10/3/2025,1,single,2.15
83,Turn Back Time,1,25,FALSE,Orvyn Sol,15,48,N/A,Turn Back Time,10/3/2025,1,single,3.19
84,Wait For You,1,42,FALSE,MEDZ,37,6199,"melodic bass, future bass",Wait For You,10/3/2025,1,single,3.45
85,Rare,1,39,TRUE,Edd Stark,28,405,chicago drill,Rare,10/3/2025,1,single,2.9
86,Rock Your Body,2,28,FALSE,IV Tune,11,54,N/A,Fortune,10/3/2025,7,album,2.81
87,Ruin The Friendship,6,92,FALSE,Taylor Swift,100,145396321,"country, pop, indie, folk",The Life of a Showgirl,10/3/2025,12,album,3.67
88,Monsters,1,38,TRUE,IAN SIZE,32,1844,"melodic bass, nightcore, bass music",Monsters,10/3/2025,1,single,2.17
89,Opalite,3,97,FALSE,Taylor Swift,100,145443567,"country, pop, indie, folk",The Life of a Showgirl,10/3/2025,12,album,3.92
90,High Or Die,1,39,FALSE,Beatline,20,475,future house,High Or Die,10/3/2025,2,single,2.51
91,Honey,11,91,TRUE,Taylor Swift,100,145489371,"country, pop, indie, folk",The Life of a Showgirl,10/3/2025,12,album,3.02
92,i don't need ur love,1,55,TRUE,Rumelis,49,8741,dark r&b,i don't need ur love,10/3/2025,2,single,2.23
93,It's Giving,1,40,FALSE,Third Vibes,24,3776,N/A,It's Giving,10/3/2025,1,single,2.49
94,Actually Romantic,7,93,TRUE,Taylor Swift,100,145396321,"country, pop, indie, folk",The Life of a Showgirl,10/3/2025,12,album,2.72
95,Broken Glass,1,32,TRUE,Phay,20,5344,N/A,Broken Glass,10/3/2025,1,single,2.27
96,CANCELLED!,10,93,TRUE,Taylor Swift,100,145396321,"country, pop, indie, folk",The Life of a Showgirl,10/3/2025,12,album,3.52
97,Wi$h Li$t,8,93,TRUE,Taylor Swift,100,145396321,"country, pop, indie, folk",The Life of a Showgirl,10/3/2025,12,album,3.45
98,Wood,9,93,TRUE,Taylor Swift,100,145443567,"country, pop, indie, folk",The Life of a Showgirl,10/3/2025,12,album,2.5
99,you're a star,1,74,FALSE,Fred again..,77,2201446,"stutter house, house",you're a star,10/3/2025,1,single,3.65
100,Days Like These,3,75,FALSE,Luke Combs,83,13402920,country,The Prequel,10/3/2025,3,single,3.69
101,Eldest Daughter,5,92,TRUE,Taylor Swift,100,145396321,"country, pop, indie, folk",The Life of a Showgirl,10/3/2025,12,album,4.1
102,Elizabeth Taylor,2,95,FALSE,Taylor Swift,100,145489371,"country, pop, indie, folk",The Life of a Showgirl,10/3/2025,12,album,3.47
103,Energy,1,40,FALSE,Tolou,28,4401,N/A,Energy,10/3/2025,1,single,3.04
104,Father Figure,4,94,TRUE,Taylor Swift,100,145542136,"country, pop, indie, folk",The Life of a Showgirl,10/3/2025,12,album,3.54
105,Super Woman,2,35,FALSE,Haifa Wehbe,51,1151605,"egyptian pop, khaleeji",Mega Haifa,10/2/2025,6,single,3.72
106,The Fate of Ophelia,3,75,FALSE,Taylor Swift,100,145443567,"country, pop, indie, folk",The Life of a Showgirl (Track by Track Version),10/2/2025,26,album,3.76
107,Ties in Texas,1,42,FALSE,Lindsey Fish,23,3629,N/A,Ties in Texas,10/2/2025,1,single,3.11
108,Till We Meet Again,1,52,FALSE,Van Herpen,37,1081,N/A,Till We Meet Again,10/2/2025,1,single,2.46
109,VHS,1,36,FALSE,Eiza Murphy,20,4162,N/A,VHS,10/2/2025,1,single,3.57
110,ÙŠØ§ Ù‚Ù„Ø¨ÙŠ Ø£Ù†Ø§,1,31,FALSE,Anthony Touma,20,3260,moroccan pop,ÙŠØ§ Ù‚Ù„Ø¨ÙŠ Ø£Ù†Ø§,10/2/2025,1,single,2.85
111,Heisenberg,1,54,FALSE,Soolking,69,6204568,"french rap, pop urbaine, french r&b, moroccan pop",Heisenberg,10/2/2025,1,single,2.51
112,ENCOSTA NA QUEBRADA,1,11,TRUE,Tarja Preta 013,12,80,N/A,ENCOSTA NA QUEBRADA,10/1/2025,1,single,2.61
113,MAD SCIENTIST,2,23,FALSE,Homeboy Delmar,13,22,N/A,CELEBRITY ON THE SAND,10/1/2025,5,single,2.51
114,Pick A Side,1,46,TRUE,4ourty8,29,6670,N/A,Pick A Side,10/1/2025,1,single,2.33
115,Something Must Sup,1,28,FALSE,Kaptain Swizzy,13,290,N/A,Something Must Sup,10/1/2025,1,single,2.99
116,Still on the go,1,27,FALSE,KEV-Y,12,6,N/A,Still on the go,10/1/2025,1,single,3.66
117,superstar,1,68,TRUE,Artemas,74,1377042,N/A,superstar,10/1/2025,3,single,2.82
118,Touch Bress,1,26,TRUE,Fameboy BL,14,192,N/A,Touch Bress,9/30/2025,1,single,3.16
119,Hot (Cut Water),1,24,TRUE,Big Jude,8,13,N/A,Hot (Cut Water),9/30/2025,1,single,1.7
120,Don't Need Him,1,36,TRUE,Shelailai,23,2256,N/A,Don't Need Him,9/30/2025,1,single,2.57
121,gigolo,1,77,TRUE,bbno$,78,2730121,N/A,gigolo,9/30/2025,1,single,1.97
122,"IÂ´m the Boss, You Know",1,17,TRUE,Camilla Sun,6,3,N/A,"IÂ´m the Boss, You Know",9/29/2025,1,single,2.21
123,Wall Flowers,1,56,FALSE,POW,45,73003,N/A,Wall Flowers,9/29/2025,1,single,3
124,My New Ex,1,50,FALSE,Ana Shine,45,27570,N/A,My New Ex,9/28/2025,1,single,3.2
125,Need You Know,12,43,FALSE,JD & The Straight Chasers,49,1874,N/A,Southern Comfort Classics (Deluxe Version),9/28/2025,14,album,2.6
126,Picture,14,35,FALSE,JD & The Straight Chasers,49,1855,N/A,Southern Comfort Classics (Deluxe Version),9/28/2025,14,album,2.92
127,You Make It Easy,11,39,FALSE,JD & The Straight Chasers,49,1874,N/A,Southern Comfort Classics (Deluxe Version),9/28/2025,14,album,2.08
128,Chicken Fried,8,41,FALSE,JD & The Straight Chasers,49,1866,N/A,Southern Comfort Classics (Deluxe Version),9/28/2025,14,album,2.59
129,Body,1,36,TRUE,Misfit Milli,22,90,jersey club,Body,9/27/2025,1,single,2.22
130,By My Side,1,36,FALSE,Khari!,19,1413,N/A,By My Side,9/26/2025,1,single,2.82
131,take a dive,1,36,FALSE,India Thieriot,24,2803,N/A,take a dive,9/26/2025,1,single,2.85
132,TIT FOR TAT,1,91,TRUE,Tate McRae,88,9256589,pop,TIT FOR TAT,9/26/2025,1,single,2.93
133,TNA,1,37,TRUE,Amb1shn,19,139,bongo flava,TNA,9/26/2025,1,single,3.03
134,What You Is,1,74,TRUE,YoungBoy Never Broke Again,84,14936207,N/A,What You Is,9/26/2025,1,single,3.76
135,Habibi,1,27,FALSE,Allison Amber Hage,18,69,N/A,Habibi,9/26/2025,1,single,2.83
136,Come Find Me (with Clementine Douglas),1,68,FALSE,MK,69,354095,house,Come Find Me (with Clementine Douglas),9/26/2025,1,single,3.45
137,Did You Cry,6,33,FALSE,Maggie Andrew,20,2448,N/A,HOW TO SING FOR MONEY,9/26/2025,7,single,2.74
138,Dracula,1,85,TRUE,Tame Impala,84,9509731,"neo-psychedelic, indie",Dracula,9/26/2025,3,single,3.42
139,Feel Like This,1,49,FALSE,N'John,34,9375,N/A,Feel Like This,9/26/2025,1,single,2.62
140,Flip Dat - feat. Babyface Ray,2,52,TRUE,Ashwin Gane,47,2695,hipdut,Flip Dat,9/26/2025,4,single,3.21
141,You Showed Me Love,2,43,FALSE,Terry Parks,24,26,N/A,"Heartfelt Media Group, Vol. 1",9/26/2025,24,album,4.51
142,Let Me Know,1,29,FALSE,Kelsey Olivia,15,3150,N/A,Let Me Know,9/26/2025,1,single,3.63
143,michigan,3,30,FALSE,Siena Fantini,13,183,indie r&b,what is it with me?,9/26/2025,4,single,4.42
144,Movin' On,1,43,FALSE,Rob Wolf,25,1152,N/A,Movin' On,9/26/2025,1,single,3.36
145,MY PEOPLE II,1,41,TRUE,Konet,25,569,afrobeat,MY PEOPLE II,9/26/2025,2,single,2.59
146,No Shirt,1,39,TRUE,Rockstar Jt,25,10987,christian hip hop,No Shirt,9/26/2025,1,single,2.81
147,nothing at all,1,33,TRUE,Elliot,20,4873,N/A,nothing at all,9/26/2025,1,single,3.47
148,San Francisco,1,39,FALSE,Madi Rindge,23,3112,N/A,San Francisco,9/26/2025,1,single,3.37
149,Save Me,1,41,FALSE,Happening Now,23,175,N/A,Save Me,9/26/2025,1,single,2.96
150,SEXIFY,1,38,FALSE,Nick Hissom,22,2001,N/A,SEXIFY,9/26/2025,1,single,2.05
151,So Easy (To Fall In Love),5,90,FALSE,Olivia Dean,88,1499215,pop soul,The Art of Loving,9/26/2025,12,album,2.81
152,Rock Show,1,40,TRUE,Breakfast For Joey,23,114,N/A,Rock Show,9/25/2025,1,single,2.58
153,Rolling Stone,1,34,TRUE,st.James,17,1254,N/A,Rolling Stone,9/25/2025,1,single,3.08
154,SEEN THROUGH YOU,1,13,TRUE,SPTEMBRR,4,1909,N/A,SEEN THROUGH YOU,9/25/2025,1,single,2.95
155,Alive,1,36,FALSE,Lafferty,18,181,N/A,Alive,9/25/2025,1,single,2.81
156,Donâ€™t Listen,1,37,FALSE,Mblue,38,6157,N/A,Donâ€™t Listen,9/25/2025,1,single,2.9
157,Finest Boy,1,21,FALSE,Boyshegz,7,3,N/A,Finest Boy,9/25/2025,1,single,2.8
158,ADD,1,68,TRUE,Khantrast,62,394628,"anime rap, anime",ADD,9/24/2025,1,single,2.62
159,LEGENDARY,1,25,FALSE,Sawd Yute,9,36,N/A,LEGENDARY,9/24/2025,1,single,2.57
160,Loader,1,37,FALSE,AthenaDME,22,178,"3 step, gqom",D Main Event,9/24/2025,6,single,2.15
161,Never Know What To Say,3,32,FALSE,Kris James,35,1803,N/A,Pixelated Heart,9/24/2025,14,album,2.76
162,I Didn't Need Him,1,27,FALSE,Brooke Star,10,60,N/A,I Didn't Need Him,9/23/2025,1,single,3.61
163,Question,6,18,FALSE,Benniee,16,104,N/A,From Something to Somewhere Else,9/21/2025,7,album,2.64
164,SheÂ´s in the Game (Brazilian Funk),1,13,TRUE,Mc Slug,3,4,"funk de bh, funk carioca",SheÂ´s in the Game (Brazilian Funk),9/20/2025,1,single,2.49
165,Post Sex Clarity,8,78,FALSE,Lola Young,77,1461346,N/A,Iâ€™m Only F**king Myself,9/19/2025,14,album,4.36
166,Pretty & Petty,13,74,TRUE,Cardi B,81,25953771,N/A,AM I THE DRAMA?,9/19/2025,23,album,3.05
167,Psycho,1,44,FALSE,BURY,52,21748,dark r&b,Psycho,9/19/2025,3,single,3.07
168,Pure Intoxication,7,27,FALSE,GINAxC,18,232,N/A,MY DNA,9/19/2025,12,album,2.55
169,Rush From You,1,49,TRUE,Rumelis,49,8802,dark r&b,Rush From You,9/19/2025,2,single,2.51
170,Safe (feat. Kehlani),8,75,TRUE,Cardi B,81,25953771,N/A,AM I THE DRAMA?,9/19/2025,23,album,2.96
171,Holy Sin,1,47,FALSE,Besomorph,58,146969,slap house,Holy Sin,9/19/2025,1,single,2.42
172,I Kill Spiders,1,35,FALSE,Libby Ember,19,181,N/A,I Kill Spiders,9/19/2025,4,single,3.69
173,Magnet,3,71,TRUE,Cardi B,81,25957976,N/A,AM I THE DRAMA?,9/19/2025,23,album,2.97
174,Man Ray,1,31,FALSE,Ananya,15,1068,N/A,Man Ray,9/19/2025,1,single,3.63
175,Can't Take My Eyes Off You,1,38,FALSE,Sarah Berg,35,1843,N/A,Can't Take My Eyes Off You,9/19/2025,1,single,2.26
176,DEPRESSED,1,69,TRUE,Anne-Marie,75,12848260,N/A,DEPRESSED,9/19/2025,1,single,2.3
177,ErrTime,16,69,TRUE,Cardi B,81,25957976,N/A,AM I THE DRAMA?,9/19/2025,23,album,2.44
178,Fly Before I Fall,3,31,FALSE,Tera Lynne Fister,22,1274,N/A,Flowers From The Ground Reimagined,9/19/2025,4,single,3.88
179,Get Ready To Feel Good,1,22,FALSE,shotty,11,382,N/A,Get Ready To Feel Good,9/19/2025,1,single,3.92
180,WHERE IS MY HUSBAND!,1,92,FALSE,RAYE,81,2853248,N/A,WHERE IS MY HUSBAND!,9/19/2025,1,single,3.27
181,WHO,1,40,FALSE,TAILIAH BREON,22,49,N/A,WHO,9/19/2025,1,single,3.11
182,Wire,2,42,TRUE,Laime,36,31236,"altÃ©, nigerian drill, afrobeats, afrobeat",State of Emergency (Summer Never Happened),9/19/2025,3,single,2.95
183,You Left,1,40,FALSE,shams,22,227,melodic bass,You Left,9/19/2025,1,single,3.97
184,I Am Nobody,1,54,FALSE,MARE,50,3963,N/A,I Am Nobody,9/18/2025,1,single,2.25
185,Search Party!,1,58,FALSE,The All-American Rejects,67,3134091,"pop punk, emo",Search Party!,9/18/2025,3,single,4.38
186,Shangri-La,1,39,FALSE,Egzod,62,225797,N/A,Shangri-La,9/18/2025,1,single,3.31
187,Red Shredded Paper,11,26,FALSE,Lola Blanc,47,163172,N/A,Crowd Pleaser,9/17/2025,13,album,4.17
188,Take My Hand,4,39,FALSE,Will Roush,33,6678,N/A,Water We Doing?,9/17/2025,4,single,3.22
189,CRAVE,1,52,FALSE,Beneld,53,19064,dark r&b,CRAVE,9/17/2025,3,single,2.96
190,Creme Brulee,2,44,FALSE,Will Roush,33,6685,N/A,Water We Doing?,9/17/2025,4,single,2.95
191,Ghost Town,1,42,FALSE,Will Roush,33,6683,N/A,Water We Doing?,9/17/2025,4,single,3.08
192,Obssessed,1,17,TRUE,Voncho,12,390,melodic rap,Obssessed,9/17/2025,1,single,3
193,Amor Infinito,1,17,FALSE,Mauricio Maia,4,276,N/A,Amor infinito,9/17/2025,2,single,2.62
194,Millionaire,1,47,TRUE,Lil Q,33,319,N/A,Millionaire,9/16/2025,1,single,3.01
195,Rise of the Machines,1,16,FALSE,MARA,8,12,N/A,Rise of The Machines,9/15/2025,11,album,3.9
196,Silicon Heart,5,16,FALSE,MARA,8,12,N/A,Rise of The Machines,9/15/2025,11,album,4.08
197,I Need Some Time,4,17,TRUE,John Brandt,8,39,N/A,Midnight Musing,9/15/2025,6,single,4.6
198,Falling Stars,1,43,TRUE,AZERDK,30,1655,N/A,Falling Stars,9/15/2025,1,single,4
199,Eddie Kane - Radio Edit,8,10,FALSE,J.I.Bri,16,2177,N/A,"The THRILL is Back, Vol. 1 (Clean Version)",9/12/2025,11,album,3.26
200,Funeral,1,41,FALSE,JeLa,44,1499,N/A,Funeral,9/12/2025,1,single,2.8
201,Seventeen,1,27,FALSE,Kate Anstey,10,34,N/A,Seventeen,9/12/2025,1,single,3.2
202,My Best,2,50,FALSE,A!MS,47,7071,N/A,Peak Season,9/12/2025,9,album,2.88
203,Good Time Gone,1,53,FALSE,Lexie Stevenson,34,103,N/A,Good Time Gone,9/12/2025,1,single,3.4
204,irl,1,42,FALSE,joegarratt,31,2956,future house,irl,9/12/2025,1,single,2.57
205,TKO,4,49,TRUE,A!MS,47,7045,N/A,Peak Season,9/12/2025,9,album,2.02
206,Aye Ma,1,40,TRUE,Big Swapp,22,32,N/A,Aye Ma,9/12/2025,1,single,1.69
207,Bak 2 Bak,1,41,FALSE,Taene,33,1639,afrobeats,Bak 2 Bak,9/12/2025,1,single,2.99
208,BASIC,1,33,TRUE,Lali Banks,15,39,N/A,BASIC,9/12/2025,1,single,2.13
209,Camera,6,79,FALSE,Ed Sheeran,88,122773292,soft pop,Play,9/12/2025,13,album,3.59
210,Chorei por AÃ­,1,15,FALSE,Marcos Neiva,7,1022,arrocha,Chorei por AÃ­,9/12/2025,1,single,2.97
211,Posso AtÃ© NÃ£o Te Dar Flores,1,85,TRUE,DJ Japa NK,75,282947,"brazilian funk, trap funk, funk consciente",Posso AtÃ© NÃ£o Te Dar Flores,9/11/2025,1,single,2.64
212,Voy a Brillar (Reggae),1,16,FALSE,Serena Kaya,4,4,N/A,Voy a Brillar (Reggae),9/11/2025,1,single,2.73
213,How It Goes,1,54,FALSE,Hanno,45,2752,N/A,How It Goes,9/11/2025,1,single,2.05
214,Just Like Heaven - Live From Glastonbury,2,55,FALSE,Olivia Rodrigo,85,49083617,"pop rock, alternative pop, pop punk",Friday I'm In Love / Just Like Heaven - Live From Glastonbury (A BBC Recording),9/8/2025,2,single,3.92
215,Friday I'm In Love - Live From Glastonbury,1,61,FALSE,Olivia Rodrigo,84,49050008,"pop rock, alternative pop, pop punk",Friday I'm In Love / Just Like Heaven - Live From Glastonbury (A BBC Recording),9/8/2025,2,single,4.11
216,Engolindo a lua,1,30,FALSE,Dennis Lucca,20,1897,N/A,Engolindo a lua,9/6/2025,1,single,3.04
217,Dangerous Love,1,44,FALSE,Mandrazo,48,10272,N/A,Dangerous Love,9/5/2025,3,single,2.81
218,Gettin' Older (feat. YoungBoy Never Broke Again),1,54,TRUE,Jas Von,39,9729,N/A,Gettin' Older (feat. YoungBoy Never Broke Again),9/5/2025,1,single,2.78
219,best. day. ever.,1,47,FALSE,Scoobert Doobert,36,5606,N/A,best. day. ever.,9/5/2025,1,single,2.63
220,Bossa velha,1,28,FALSE,SEHORE,12,44,N/A,Husfikbur,9/5/2025,14,album,3.38
221,Lonely Together,1,55,FALSE,Sickick,64,1211803,N/A,Lonely Together,9/5/2025,2,single,2.6
222,LOVE SONG,3,75,FALSE,Justin Bieber,91,85008100,"pop, contemporary r&b",SWAG II,9/5/2025,44,album,2.87
223,Rose Colored Glasses,3,33,FALSE,America Allen,20,696,N/A,Lace to Ashes,9/4/2025,4,single,3.57
224,The Dead Dance,1,84,FALSE,Lady Gaga,88,42237551,"art pop, pop",The Dead Dance,9/3/2025,1,single,3.8
225,The Beast,15,56,FALSE,Lady Gaga,88,42237551,"art pop, pop",MAYHEM,9/1/2025,17,album,3.9
