ID,track_name,track_number,track_popularity,explicit,artist_name,artist_popularity,artist_followers,artist_genres,album_name,album_release_date,album_total_tracks,album_type,track_duration_min
674,I know love (feat. The Kid LAROI),8,65,TRUE,Tate McRae,88,9249502,pop,So Close To What,2/24/2025,16,album,2.6
675,It's ok I'm ok,10,65,TRUE,Tate McRae,88,9241516,pop,So Close To What,2/24/2025,16,album,2.61
676,Dear god,4,68,FALSE,Tate McRae,88,9265406,pop,So Close To What,2/24/2025,16,album,2.85
677,Purple lace bra,5,67,FALSE,Tate McRae,88,9249502,pop,So Close To What,2/24/2025,16,album,3.18
678,Revolving door,2,68,TRUE,Tate McRae,88,9256589,pop,So Close To What,2/24/2025,16,album,3
679,Signs,7,65,TRUE,Tate McRae,88,9241516,pop,So Close To What,2/24/2025,16,album,2.89
680,Siren sounds (bonus),15,76,FALSE,Tate McRae,88,9256589,pop,So Close To What,2/24/2025,16,album,3.06
681,Sports car,6,69,FALSE,Tate McRae,88,9256589,pop,So Close To What,2/24/2025,16,album,2.75
682,Purple lace bra,6,67,FALSE,Tate McRae,88,9249502,pop,So Close To What,2/21/2025,15,album,3.18
683,Restart,1,35,FALSE,Melodream,39,1586,N/A,Restart (feat. Jaime Deraz),2/21/2025,1,single,2.62
684,Revolving door,3,85,TRUE,Tate McRae,88,9241516,pop,So Close To What,2/21/2025,15,album,3
685,Shake It To The Max (FLY) - Remix,1,85,TRUE,MOLIY,73,197500,altÃ©,Shake It To The Max (FLY) (Remix),2/21/2025,1,single,2.97
686,Sports car,7,66,FALSE,Tate McRae,88,9256589,pop,So Close To What,2/21/2025,15,album,2.75
687,Like I do,10,66,TRUE,Tate McRae,88,9249502,pop,So Close To What,2/21/2025,15,album,3.03
688,Miss possessive,1,76,TRUE,Tate McRae,88,9249502,pop,So Close To What,2/21/2025,15,album,2.31
689,No I'm not in love,12,61,FALSE,Tate McRae,88,9256589,pop,So Close To What,2/21/2025,15,album,2.83
690,Dear god,5,68,FALSE,Tate McRae,88,9241516,pop,So Close To What,2/21/2025,15,album,2.85
691,Greenlight,14,66,TRUE,Tate McRae,88,9241516,pop,So Close To What,2/21/2025,15,album,2.75
692,Happen To Me,1,59,FALSE,Russell Dickerson,65,587206,"country, pop country",Happen To Me,2/21/2025,1,single,3.06
693,I know love (feat. The Kid LAROI),9,73,TRUE,Tate McRae,88,9249502,pop,So Close To What,2/21/2025,15,album,2.6
694,La La La,1,48,FALSE,CADDY,38,963,N/A,La La La,2/21/2025,1,single,3.31
695,Sports car,6,86,FALSE,Tate McRae,88,9256589,pop,So Close To What,2/20/2025,16,album,2.75
696,La Plena - W Sound 05,1,89,TRUE,W Sound,73,812534,N/A,La Plena (W Sound 05),2/19/2025,1,single,2.5
697,so sick,1,40,FALSE,Right Right,27,200,N/A,indiemono | love 5.0,2/14/2025,9,compilation,3.16
698,We Are Not Broken,1,23,FALSE,Matt Goss,16,9639,trance,We Are Not Broken,2/14/2025,1,single,3.71
699,Busy Woman,16,82,TRUE,Sabrina Carpenter,91,26559943,pop,Short n' Sweet (Deluxe),2/14/2025,17,album,3.11
700,NOKIA,14,85,TRUE,Drake,95,103039388,rap,$ome $exy $ongs 4 U,2/14/2025,21,album,4.01
701,We Hug Now,1,80,FALSE,Sydney Rose,63,340502,N/A,We Hug Now,2/13/2025,1,single,4.14
702,tweaker - Acoustic,1,0,FALSE,raysoo,10,355,N/A,tweaker (Acoustic),2/10/2025,1,single,2.12
703,Show Me Love,1,86,FALSE,WizTheMc,73,226566,N/A,Show Me Love,2/7/2025,1,single,2.94
704,Ordinary,1,90,FALSE,Alex Warren,84,2880337,N/A,Ordinary,2/7/2025,1,single,3.11
705,Do It Again,1,44,FALSE,Johnning,51,43179,N/A,Do It Again,2/7/2025,1,single,3.26
706,Born Again (feat. Doja Cat & RAYE),1,72,TRUE,LISA,75,13273537,k-pop,Born Again (feat. Doja Cat & RAYE),2/6/2025,1,single,3.85
707,Abracadabra,1,81,FALSE,Lady Gaga,88,42256604,"art pop, pop",Abracadabra,2/3/2025,1,single,3.72
708,Baptized In Fear,6,71,FALSE,The Weeknd,93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,3.86
709,Big Sleep (feat. Giorgio Moroder),16,62,FALSE,The Weeknd,93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,3.75
710,Take Me Back To LA,15,67,FALSE,The Weeknd,93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,4.22
711,The Abyss (feat. Lana Del Rey),19,75,FALSE,The Weeknd,93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,4.71
712,Timeless (feat Playboi Carti),13,90,TRUE,The Weeknd,93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,4.26
713,Until We're Skin & Bones,5,21,FALSE,The Weeknd,93,112957721,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,0.36
714,Wake Me Up (feat. Justice),1,70,FALSE,The Weeknd,93,112957721,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,5.14
715,Hurry Up Tomorrow,22,63,FALSE,The Weeknd,93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,4.85
716,I Can't Fucking Sing,3,18,TRUE,The Weeknd,94,112995439,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,0.2
717,I Can't Wait To Get There,12,66,TRUE,The Weeknd,93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,3.14
718,Without a Warning,21,66,FALSE,The Weeknd,93,112957721,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,4.95
719,Cry For Me,2,82,TRUE,The Weeknd,93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,3.73
720,Drive,18,64,FALSE,The Weeknd,93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,3.14
721,Enjoy The Show (feat. Future),10,66,TRUE,The Weeknd,93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,5.02
722,Give Me Mercy,17,62,FALSE,The Weeknd,93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,3.6
723,Given Up On Me,11,67,FALSE,The Weeknd,94,112995439,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,5.91
724,Red Terror,20,62,FALSE,The Weeknd,93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,3.86
725,"Reflections Laughing (feat. Travis Scott, Florence + The Machine)",9,70,TRUE,The Weeknd,94,112995439,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,4.85
726,SÃ£o Paulo (feat. Anitta),4,84,TRUE,The Weeknd,93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,5.02
727,Love Hangover (feat. Dominic Fike),1,68,TRUE,JENNIE,81,12328041,k-pop,Love Hangover (feat. Dominic Fike),1/31/2025,1,single,3
728,Niagara Falls,14,71,TRUE,The Weeknd,93,112957721,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,4.62
729,Open Hearts,7,73,FALSE,The Weeknd,93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,3.91
730,Opening Night,8,64,FALSE,The Weeknd,94,112995439,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/31/2025,22,album,1.6
731,Baptized In Fear,6,63,FALSE,The Weeknd,93,112918137,"r&b pop, alternative r&b, hip hop, synthpop",Hurry Up Tomorrow,1/30/2025,22,album,3.86
732,let me fall,1,51,TRUE,Ex Habit,59,130298,dark r&b,let me fall,1/29/2025,3,single,2.68
733,May You Always Shine,5,25,FALSE,Chris Wenner,23,2055,N/A,Not Old Enough,1/24/2025,14,album,3.47
734,Arm's Length,1,54,TRUE,Sam Fender,73,1205664,N/A,Arm's Length,1/24/2025,3,single,3.99
735,Better Me For You (Brown Eyes),2,80,FALSE,Max McNown,72,694838,N/A,Night Diving,1/24/2025,10,album,3.23
736,Striptease,9,54,FALSE,FKA twigs,64,1442113,"art pop, alternative r&b",EUSEXUA,1/24/2025,11,album,4.72
737,Volta Amor,1,12,TRUE,Bruno Chosen,2,107,N/A,Boopy,1/24/2025,2,single,2.73
738,Red Velvet (with Ari Abdul),1,56,FALSE,Jutes,61,288264,N/A,Red Velvet (with Ari Abdul),1/24/2025,1,single,3.1
739,Sports car,1,79,FALSE,Tate McRae,88,9241516,pop,Sports car,1/24/2025,3,single,2.75
740,Fancy,1,40,FALSE,CADMIUM,47,74067,N/A,Fancy,1/24/2025,1,single,2.7
741,Greedy,1,49,FALSE,MARSTEREON,51,2385,deep house,Greedy,1/23/2025,1,single,2.07
742,her name,1,54,FALSE,Beneld,53,19010,dark r&b,her name,1/17/2025,3,single,2.68
743,Forever Young,1,51,FALSE,Alan Walker,78,41271918,N/A,Forever Young,1/17/2025,2,single,2.96
744,Changes,1,37,FALSE,Blasterjaxx,61,847354,"big room, edm",Changes,1/17/2025,1,single,2.58
745,Me Hace DaÃ±o Verte - Cover,1,12,FALSE,Oliver Damian,3,92,N/A,Me Hace DaÃ±o Verte (Cover),1/17/2025,1,single,4.73
746,Neon Hong Kong,1,44,TRUE,Riff Raff,48,193266,N/A,Welcome To Shaolin,1/17/2025,21,album,3.03
747,Strangers,1,47,FALSE,RIELL,52,78478,N/A,Strangers,1/17/2025,1,single,2.85
748,Poison In My Veins,1,54,FALSE,Elvis Drew,55,68465,dark r&b,Poison In My Veins,1/16/2025,1,single,3.78
749,Soda Soda,5,35,FALSE,Ahmed Saad,61,6374933,"mahraganat, egyptian pop, egyptian shaabi, khaleeji",Habebna,1/15/2025,9,album,3.59
750,3ayez Salamtak,2,41,FALSE,Ahmed Saad,61,6371210,"mahraganat, egyptian pop, egyptian shaabi, khaleeji",Habebna,1/15/2025,9,album,3.78
751,Ana Mesheet,8,45,FALSE,Ahmed Saad,61,6371210,"mahraganat, egyptian pop, egyptian shaabi, khaleeji",Habebna,1/15/2025,9,album,3.7
752,Baseet,4,41,FALSE,Ahmed Saad,61,6371210,"mahraganat, egyptian pop, egyptian shaabi, khaleeji",Habebna,1/15/2025,9,album,4.68
753,Habebna,9,40,FALSE,Ahmed Saad,61,6382603,"mahraganat, egyptian pop, egyptian shaabi, khaleeji",Habebna,1/15/2025,9,album,4.14
754,Law Tigi,3,56,FALSE,Ahmed Saad,61,6371210,"mahraganat, egyptian pop, egyptian shaabi, khaleeji",Habebna,1/15/2025,9,album,4.2
755,Let It Burn,1,36,TRUE,Stakz DeVito,28,1103,N/A,Let It Burn,1/15/2025,1,single,4.32
756,Moftakedni,1,48,FALSE,Ahmed Saad,61,6374933,"mahraganat, egyptian pop, egyptian shaabi, khaleeji",Habebna,1/15/2025,9,album,3.89
757,Omri Eli Fat,7,36,FALSE,Ahmed Saad,61,6379004,"mahraganat, egyptian pop, egyptian shaabi, khaleeji",Habebna,1/15/2025,9,album,4.03
758,Tigi Nehareb,6,42,FALSE,Ahmed Saad,61,6374933,"mahraganat, egyptian pop, egyptian shaabi, khaleeji",Habebna,1/15/2025,9,album,4.09
759,ARCHITECT,1,23,FALSE,J. Baez,7,60,N/A,ARCHITECT,1/11/2025,1,single,2.47
760,Back In Love,1,58,FALSE,Thierry Von Der Warth,62,47263,tropical house,Back In Love,1/10/2025,1,single,2.55
761,Keep it 2 myself,1,40,FALSE,Anna Marx,34,1703,N/A,Keep it 2 myself,1/10/2025,2,single,2.44
762,DtMF,16,91,TRUE,Bad Bunny,95,102500980,"reggaeton, trap latino, urbano latino, latin",DeBÃ TiRAR MÃ¡S FOToS,1/5/2025,17,album,3.95
763,EoO,15,88,TRUE,Bad Bunny,95,102571645,"reggaeton, trap latino, urbano latino, latin",DeBÃ TiRAR MÃ¡S FOToS,1/5/2025,17,album,3.41
764,BAILE INoLVIDABLE,3,90,TRUE,Bad Bunny,95,102536542,"reggaeton, trap latino, urbano latino, latin",DeBÃ TiRAR MÃ¡S FOToS,1/5/2025,17,album,6.12
765,NUEVAYoL,1,89,FALSE,Bad Bunny,95,102571645,"reggaeton, trap latino, urbano latino, latin",DeBÃ TiRAR MÃ¡S FOToS,1/5/2025,17,album,3.06
766,"ME, MYSELF,& MO.CITY/ I TOLD YOU",7,30,TRUE,BOMBVY,13,119,N/A,MORFEIN,12/29/2024,12,album,9.85
767,BAKU,1,24,TRUE,King Kxmi,8,2482,N/A,BAKU,12/29/2024,1,single,2.92
768,kisses in the wind,1,52,TRUE,Lil Peep,82,15689879,"emo rap, cloud rap",kisses in the wind,12/28/2024,1,single,2.46
769,back to friends,1,92,FALSE,sombr,85,2789144,N/A,back to friends,12/27/2024,1,single,3.31
770,Overdrive (Alive),1,0,FALSE,HUTS,48,120148,slap house,Overdrive (Alive),12/27/2024,1,single,2.71
771,Elle tâ€™a tuÃ©,1,42,FALSE,turndownn,24,378,N/A,Elle tâ€™a tuÃ©,12/25/2024,1,single,2.28
772,GET YOU BACK,1,21,TRUE,WTE LIK,6,27,N/A,GET YOU BACK,12/25/2024,1,single,3.33
773,BMF,5,78,TRUE,SZA,87,33055350,r&b,SOS Deluxe: LANA,12/20/2024,38,album,3.01
774,I'm Sorry,1,3,FALSE,Besomorph,58,146944,slap house,I'm Sorry,12/20/2024,1,single,3.17
775,"It Ain't Me, Babe",18,71,FALSE,TimothÃ©e Chalamet,56,149707,N/A,A Complete Unknown (Original Motion Picture Soundtrack),12/20/2024,23,album,3.62
776,Moonlight Shadow,1,37,FALSE,Clouded.,22,1009,slap house,Moonlight Shadow,12/20/2024,1,single,3.06
777,I See,1,50,TRUE,Rumelis,48,8682,dark r&b,I See,12/19/2024,3,single,2.58
778,I See - Sped Up,2,45,TRUE,Rumelis,48,8682,dark r&b,I See,12/19/2024,3,single,2.3
779,when he holds u close,1,47,FALSE,Omido,59,72278,dark r&b,when he holds u close,12/18/2024,3,single,2.6
780,Show Me,1,54,FALSE,BURY,52,21748,dark r&b,Show Me,12/18/2024,3,single,3.44
781,Feel Good,5,78,TRUE,Clara La San,69,456500,N/A,Good Mourning,12/13/2024,10,album,3.54
782,Freaks,1,54,FALSE,TRFN,50,39852,"slap house, g-house",Freaks,12/13/2024,1,single,2.01
783,Viva La Vida,1,33,FALSE,Ericovich,41,11030,nightcore,Viva La Vida,12/13/2024,1,single,2.09
784,Only Wanna Dream,1,13,FALSE,GYMBRO,50,32968,hypertechno,Only Wanna Dream,12/13/2024,1,single,2.12
785,different,1,33,FALSE,retz,40,9764,N/A,different,12/6/2024,2,single,2.98
786,APT.,6,83,FALSE,ROSÃ‰,78,13313690,k-pop,rosie,12/6/2024,12,album,2.83
787,Parachute,1,25,FALSE,Intellios,17,1310,N/A,Parachute,12/6/2024,1,single,1.99
788,Place We Know,1,54,FALSE,sÃ»r faire,42,294,N/A,Place We Know,12/6/2024,1,single,2.6
789,Supply And Demand,1,26,TRUE,STFN,9,73,N/A,Supply And Demand,12/6/2024,1,single,2.75
790,toxic till the end,4,79,FALSE,ROSÃ‰,78,13313690,k-pop,rosie,12/6/2024,12,album,2.61
791,Ghost,1,32,FALSE,Hannah Harlacher,20,218,N/A,indiemono OBSIDIAN SUNSET | Indie / Alternative VOL. 05,12/1/2024,10,compilation,5.52
792,Drip Down,1,16,FALSE,Tungevaag,58,175275,big room,Drip Down,11/29/2024,1,single,2.1
793,One Call,1,36,FALSE,Nic Dean,41,30239,dark r&b,One Call,11/29/2024,2,single,2.27
794,Outside,1,37,FALSE,ILURO,41,8658,N/A,Outside,11/29/2024,1,single,2.84
795,She Doesn't Mind,1,2,FALSE,Besomage,50,12471,N/A,She Doesn't Mind,11/29/2024,1,single,2.42
796,I Think They Call This Love - Cover,2,69,FALSE,Matthew Ifield,53,212334,N/A,Iâ€™ll Be Home For Christmas / I Think They Call This Love (Cover),11/28/2024,2,single,3.27
797,KHÃ”NG SAO Cáº¢ (feat. 7dnight),2,47,FALSE,RAP VIá»†T,55,2085415,"vietnamese hip hop, v-pop","RAP VIá»†T 2024, Táº­p 10",11/25/2024,6,single,4.15
798,Getting Older (Time Is Ticking),1,22,FALSE,J 2 5,7,34,N/A,Getting Older (Time Is Ticking),11/25/2024,1,single,2.89
799,I Promised You (feat. Ray Chen),47,48,FALSE,Arcane,76,771281,N/A,Vol. 3: Arcane League of Legends (Season 2 Original Score),11/24/2024,49,album,3.36
800,Sucker (from the series Arcane League of Legends),3,68,TRUE,Arcane,76,771980,N/A,Arcane League of Legends: Season 2 (Soundtrack from the Animated Series),11/23/2024,22,album,3.73
801,Wasteland (from the series Arcane League of Legends),21,67,FALSE,Arcane,76,771980,N/A,Arcane League of Legends: Season 2 (Soundtrack from the Animated Series),11/23/2024,22,album,2.68
802,Remember Me (from the series Arcane League of Legends),9,68,FALSE,Arcane,76,771688,N/A,Arcane League of Legends: Season 2 (Soundtrack from the Animated Series),11/23/2024,22,album,2.03
803,Ma Meilleure Ennemie (from the series Arcane League of Legends),16,75,FALSE,Arcane,76,771688,N/A,Arcane League of Legends: Season 2 (Soundtrack from the Animated Series),11/23/2024,22,album,2.46
804,luther (with sza),3,83,FALSE,Kendrick Lamar,89,44606446,"hip hop, west coast hip hop",GNX,11/22/2024,12,album,2.95
805,Defying Gravity,11,74,FALSE,Cynthia Erivo,66,522714,musicals,Wicked: The Soundtrack,11/22/2024,12,album,7.66
806,squabble up,2,80,TRUE,Kendrick Lamar,89,44606446,"hip hop, west coast hip hop",GNX,11/22/2024,12,album,2.63
807,luther (with sza),3,84,FALSE,Kendrick Lamar,89,44592005,"hip hop, west coast hip hop",GNX,11/21/2024,12,album,2.95
808,Loveline,1,9,FALSE,BYOR,60,38969,N/A,Loveline,11/15/2024,1,single,2.25
809,makes me want you,1,71,FALSE,sombr,85,2795852,N/A,makes me want you,11/15/2024,1,single,2.68
810,MUSTANG BABY (FT. ARTEMAS),6,58,TRUE,Nessa Barrett,68,1719445,N/A,AFTERCARE,11/15/2024,15,album,3.19
811,P*RNSTAR,2,74,TRUE,Nessa Barrett,68,1719900,N/A,AFTERCARE,11/15/2024,15,album,2.49
812,Panda Eyes,1,9,TRUE,Drenchill,51,34822,slap house,Panda Eyes,11/15/2024,1,single,2.06
813,People Watching,1,64,FALSE,Sam Fender,73,1204977,N/A,People Watching,11/15/2024,1,single,5.19
814,Birds Of A Feather,1,44,FALSE,deer noir,37,825,N/A,Birds Of A Feather,11/15/2024,1,single,2.98
815,DIRTY LITTLE SECRET,15,60,FALSE,Nessa Barrett,68,1719900,N/A,AFTERCARE,11/15/2024,15,album,3.58
816,Safe,1,48,FALSE,MarchY,37,794,N/A,Safe,11/14/2024,1,single,2.7
817,How Deep Is Your Love,1,57,FALSE,MetaBoy,48,2631,"afro house, hypertechno",How Deep Is Your Love,11/8/2024,1,single,2.49
818,Kill for you,1,44,FALSE,Mandrazo,48,10272,N/A,Kill for you,11/8/2024,2,single,3.1
819,Nice To Meet You,1,75,FALSE,Myles Smith,74,1317349,N/A,A Minute...,11/8/2024,7,single,2.93
820,Not Alone - Acoustic Version,2,54,FALSE,Gabry Ponte,72,715424,"slap house, italo dance",Not Alone (feat. Diana Goldberg),11/8/2024,2,single,3.36
821,15 Minutes,1,33,FALSE,mavzy grx,45,9382,hypertechno,15 Minutes,11/8/2024,1,single,2.11
822,Birds Of A Feather,1,3,FALSE,Besomage,50,12555,N/A,Birds Of A Feather,11/7/2024,1,single,2.41
823,"Aa Zara (From Murder 2"")""",11,15,FALSE,Sunidhi Chauhan,74,17579633,"bollywood, desi, hindi pop",Sunidhi's Sassy Hits,11/5/2024,50,compilation,4.95
824,Downtown Lover,1,41,FALSE,Besomorph,58,146944,slap house,Downtown Lover,11/1/2024,1,single,2.08
825,The Fall,2,75,FALSE,Cody Johnson,73,1943383,"texas country, country, red dirt",Leather Deluxe Edition,11/1/2024,25,album,3.29
826,SÃ£o Paulo (feat. Anitta),1,12,TRUE,The Weeknd,93,112957721,"r&b pop, alternative r&b, hip hop, synthpop",SÃ£o Paulo,10/31/2024,1,single,5.02
827,over my dead body,1,57,FALSE,Ex Habit,59,130194,dark r&b,over my dead body,10/29/2024,2,single,2.73
828,Change the World,1,20,FALSE,Jiggy Tone,8,2057,N/A,Change the World,10/29/2024,1,single,3.02
829,St. Chroma (feat. Daniel Caesar),1,76,TRUE,"Tyler, The Creator",86,24430255,N/A,CHROMAKOPIA,10/28/2024,14,album,3.28
830,Like Him (feat. Lola Young),12,85,TRUE,"Tyler, The Creator",86,24420596,N/A,CHROMAKOPIA,10/28/2024,14,album,4.63
831,midnight,1,58,FALSE,kobzx2z,61,46395,"funkot, lagu jawa",midnight,10/25/2024,6,single,2.15
832,Aquamarine,1,60,FALSE,Addison Rae,74,1366758,N/A,Aquamarine,10/25/2024,2,single,2.71
833,Blink Gone (VIVINOS - ALNST Original Soundtrack Part.8),1,70,FALSE,BL8M,60,183597,N/A,Blink Gone (VIVINOS - ALNST Original Soundtrack Part.8),10/25/2024,1,single,3.14
834,GODS,1,40,FALSE,Ericovich,41,11036,nightcore,GODS,10/25/2024,1,single,2.01
835,Disease,1,70,FALSE,Lady Gaga,89,42275793,"art pop, pop",Disease,10/25/2024,1,single,3.83
836,DISCO COWBOY,2,43,FALSE,Mishaal Tamer,58,192735,N/A,HOME IS CHANGING,10/18/2024,33,album,2.63
837,Forever Young,1,73,FALSE,David Guetta,87,27141717,edm,Forever Young,10/18/2024,2,single,2.61
838,ALL NIGHT LONG,5,54,TRUE,Mishaal Tamer,58,192735,N/A,HOME IS CHANGING,10/18/2024,33,album,3.56
839,ALWAYS BEEN YOU,13,66,FALSE,Chris Grey,72,968416,dark r&b,THE CASTLE NEVER FALLS,10/18/2024,14,album,2.14
840,APT.,1,88,FALSE,ROSÃ‰,78,13320396,k-pop,APT.,10/18/2024,1,single,2.83
841,MAKE THE ANGELS CRY,9,65,FALSE,Chris Grey,72,968416,dark r&b,THE CASTLE NEVER FALLS,10/18/2024,14,album,2.37
842,SUPERMAN,4,64,TRUE,Mishaal Tamer,58,192887,N/A,HOME IS CHANGING,10/18/2024,33,album,2.73
843,Thatâ€™s So True,15,89,TRUE,Gracie Abrams,82,7420507,N/A,The Secret of Us (Deluxe),10/18/2024,20,album,2.77
844,THE GREATEST SHOW,5,44,FALSE,Mishaal Tamer,58,192887,N/A,HOME IS CHANGING,10/18/2024,33,album,3.16
845,Thin Illusions,8,31,FALSE,BONZIE,30,28410,N/A,When I Found The Trap Door,10/18/2024,10,album,3.01
846,This Is Not Real,6,38,FALSE,BONZIE,29,28413,N/A,When I Found The Trap Door,10/18/2024,10,album,4.03
847,House Again,1,69,FALSE,Hudson Westbrook,71,344824,country,House Again,10/18/2024,1,single,3.39
848,ITTY BITTY,4,61,TRUE,Mishaal Tamer,58,192735,N/A,HOME IS CHANGING,10/18/2024,33,album,2.38
849,PAINFUL PARADISE,1,47,FALSE,Mishaal Tamer,58,192735,N/A,HOME IS CHANGING,10/18/2024,33,album,2.89
850,pills & zinfandel,2,18,TRUE,Elliot,20,4873,N/A,affogato,10/18/2024,7,album,2.63
851,Precious,1,47,FALSE,Omido,59,72278,dark r&b,Precious,10/18/2024,2,single,2.09
852,Somebody That I Used To Know,1,47,FALSE,Prezioso,62,159294,italo dance,Somebody That I Used To Know,10/18/2024,1,single,1.98
853,i'm just tryna tell you how I feel,1,19,TRUE,lovemyvictims,35,1329,N/A,I AM A LIAR,10/14/2024,5,single,3.68
854,Guess featuring billie eilish,16,80,FALSE,Charli xcx,82,6318755,"hyperpop, art pop",Brat and itâ€™s completely different but also still brat,10/11/2024,34,album,2.38
855,Lose Myself Tonight,1,30,FALSE,TÃ˜RISMAD,29,378,hypertechno,Lose Myself Tonight,10/11/2024,1,single,2.33
856,"Girl, so confusing featuring lorde",10,78,FALSE,Charli xcx,82,6315216,"hyperpop, art pop",Brat and itâ€™s completely different but also still brat,10/11/2024,34,album,3.43
857,Acapulco,1,1,FALSE,BRAN,47,9575,"afro house, slap house",Acapulco,10/11/2024,1,single,1.95
858,PUSH 2 START,2,80,FALSE,Tyla,77,3505794,afrobeats,TYLA +,10/11/2024,17,album,2.61
859,Rock My Body,1,32,FALSE,Westerlund,34,1809,hypertechno,Rock My Body,10/11/2024,1,single,2.1
860,Sympathy is a knife featuring ariana grande,3,63,TRUE,Charli xcx,82,6318755,"hyperpop, art pop",Brat and itâ€™s completely different but also still brat,10/11/2024,34,album,2.56
861,Von dutch a. g. cook remix featuring addison rae,6,62,FALSE,Charli xcx,82,6315216,"hyperpop, art pop",Brat and itâ€™s completely different but also still brat,10/11/2024,34,album,2.62
862,Heart of Stone,3,65,FALSE,Jelly Roll,79,6099725,"country hip hop, country",Beautifully Broken,10/10/2024,22,album,3.02
863,In My Bed,20,27,FALSE,VAMERO,48,11894,slap house,Autumn Dance Hits 2024,10/10/2024,28,compilation,2.73
864,Mantra,1,73,TRUE,JENNIE,81,12337033,k-pop,Mantra,10/10/2024,1,single,2.27
865,Paradise,1,34,FALSE,DJSM,60,63155,"hypertechno, hard techno",Paradise,10/10/2024,1,single,2.73
866,how could u love somebody like me?,1,71,FALSE,Artemas,74,1378074,N/A,how could u love somebody like me?,10/9/2024,1,single,2.1
867,Growing Up,1,28,TRUE,LIL TAY,22,26987,N/A,Growing Up,10/4/2024,1,single,3.88
868,Espresso,1,41,TRUE,Crystal Rock,55,28232,slap house,Espresso,10/4/2024,1,single,2.14
869,MAYBE.,2,41,FALSE,SIENNA SPIRO,66,182377,N/A,TAXI DRIVER,10/4/2024,3,single,3.92
870,Moonlit Floor (Kiss Me),1,71,FALSE,LISA,75,13266900,k-pop,Moonlit Floor (Kiss Me),10/3/2024,1,single,2.59
871,Same Heart,1,53,FALSE,Zummer,46,1185,N/A,Same Heart,10/3/2024,1,single,2.54
872,The Days,2,61,FALSE,Chrystal,70,87184,N/A,The Days,10/1/2024,2,single,2.82
873,Autopilot,6,26,FALSE,kikomori,18,1450,N/A,indiemono AMBER CITY | Indie / Alternative VOL. 03,10/1/2024,10,compilation,3.63
874,Allein Allein - BENNETT Remix,1,52,FALSE,Alok,76,11247155,"brazilian bass, electronic, slap house, electro house",Allein Allein (feat. FREY) [BENNETT Remix],9/27/2024,2,single,2.43
875,say my name,1,49,FALSE,BURY,52,21748,dark r&b,say my name,9/27/2024,3,single,2.75
876,SCREAM MY NAME,5,59,FALSE,Montell Fish,72,2131649,N/A,CHARLOTTE,9/27/2024,10,album,2.66
877,This Little Girl,1,31,FALSE,Ericovich,41,11036,nightcore,This Little Girl,9/27/2024,1,single,1.73
878,Timeless (feat. Playboi Carti),1,19,TRUE,The Weeknd,94,112995439,"r&b pop, alternative r&b, hip hop, synthpop",Timeless,9/27/2024,1,single,4.26
879,Villain,1,46,FALSE,RIELL,52,78423,N/A,Villain,9/27/2024,1,single,2.52
880,Tu Boda,1,83,TRUE,Oscar Maydon,81,6968754,"corrido, corridos tumbados, corridos bÃ©licos, electro corridos, dembow belico, sad sierreÃ±o, sierreÃ±o",Tu Boda,9/26/2024,1,single,3.76
